id	label	alpha	text
470	4	a	i might go to the mall . 
471	2	a	the mall ? 
472	1	a	jim ! 
473	4	a	i need new shoes . 
474	2	a	oh , interesting , what kind of shoes ? 
475	1	a	uh , hello . uh , this is dwight schrute calling for jan levenson-gould . 
476	1	a	hi . dwight schrute calling , acting manager , scranton branch . listen , i needed your permission to fire jim halpert . 
477	1	a	dwight schrute . 
478	1	a	well . . . 
479	1	a	he is not here right now . he put me in charge of the office . 
480	1	a	that's not entirely true , because he put me in charge of picking the health care plan . 
481	1	a	yeah . 
482	1	a	call you immediately . good . oh , hey , listen , um , since i have you on the phone , um , can i fire jim ? 
483	1	a	oh , this is your cell , i thought this was your . . . 
484	3	a	hey , hey , everybody , ice-cream sandwiches ! aaaahh ! here you go . take one , take one . it's all good . phyllis , think fast . ya-bome ! oh , oh , i see angela . angela ? right ? waaaaah ! oh , hey temp . why don't you take two ? because you don't get health care . and uh , faster metabolism . 
485	3	a	why don't you just eat it , ok ? and here you go , stanley the manly . 
486	3	a	there you go . 
487	3	a	uh , nope . nope . this isn't the surprise . it's surprising , um . . . because you didn't expect it . but you will . . . you'll know it when you see it . 
488	1	a	michael . michael ? 
489	3	a	 oh , christ . 
490	1	a	i tried being rational , ok ? and what happened ? the employees went crazy , i got no help from corporate . that leaves me with no options . 
491	1	a	i'm now going to read out loud your submitted medical conditions . when you hear yours read , please raise your hand to indicate that it is real . if you do not raise your hand , it will not be covered . 
492	1	a	you know what ? you have forfeited that privilege . i have tried to treat you all as adults , but obviously i am the only adult here . number one , inverted penis . 
493	1	a	i thought your vagina was removed during your hysterectomy ? 
494	1	a	ok , great . dermatitis . thank you angela . i'll make sure that's covered . ok , now . who wrote this , hysterical one ? anal fissures ? 
495	1	a	yeah , but no one here has it . 
496	3	a	well , what ? you could be referring to anything . 
497	4	a	why did you put dwight in charge of that ? he did a horrible job . 
498	3	a	uh , dwight ? did you raise benefits ? 
499	1	a	i most certainly did not . 
500	3	a	oh come on ! that's horrible ! aaah . . . thanks , dwight , for a crappy plan . ah , damn ! oh , mmm , i wish i had time to change it , but jan needs it by five , and . . . what time is it , what time is it ? ah , it's after five . oh , oh it's awful . so , well , ok . see you guys on monday . 
501	3	a	oh . . . yes . exactly . thank you angela , for reminding me . terrific . um , before i tell everybody what the big surprise is , would you like to tell me what you think the big surprise is ? 
502	3	a	all right , i have some news for you . there is a big surprise . and . . . here it is . here we go . and the big surprise is . . . brrrrrrrr ! drum roll . . . brrrrrrrr ! brrrrrrrr ! 
503	3	a	when i am backed into a corner , that is when i come alive . see i learned improve from the greats , like , um , drew carey and ryan stiles . 
504	3	a	 god , yeah . . . ah ! this . . . 
505	3	a	robin williams . oh , man , would i love to go head-to-head with him . oh ! that would be exciting . 'hi . i'm mork from ork . ' well , i'm bork from spork . nanoo , nanoo . jibelee , baloobaloo . 
506	1	a	oh , um . . . jan wants you to call her . 
507	1	a	michael ! ? 
508	3	a	oh ! god . dwight , come on . . . 
509	1	a	i wanted to talk to you about the downsizing ? 
510	3	a	there's no downsizing . 
511	1	a	i , but if there were , i'd be protected as assistant regional manager ? 
512	3	a	assistant to the regional manager dwight . 
513	1	a	yeah , so i don't have to worry ? 
514	3	a	look , look , look . i talked to corporate , about protecting the sales staff . and they said they couldn't guarantee it if there's downsizing , okay ? 
515	3	a	but there's no downsizing , so just don't . . . 
516	1	a	bottom line . do i need to be worried ? 
517	3	a	mmm , mm , mm . maybe . 
518	1	a	it's a real shame , 'cause studies have shown that more information gets passed through water-cooler gossip than through official memos . which puts me at a disadvantage , because i bring my own water to work . 
519	1	a	i didn't do it . what do you mean ? oh , the water cooler was brought over here for . . . maintenance . so what do you guys hear ? what's the scuttlebutt ? 
520	3	a	who is it ? who's the birthday ? 
521	4	a	um . . . actually , we don't have any staff birthdays coming up . 
522	3	a	next person on the . . . 
523	4	a	oh . 
524	3	a	 . . . calendar . 
525	4	a	okay , umm . . . that would be meredith . 
526	3	a	yes ! all right , come on down meredith ! 
527	4	a	but it's not until next month . 
528	3	a	um . . . uh , ok . well , great , well , you know , it'll be a surprise . 
529	4	a	you still want to have a party ? 
530	3	a	yeah , why not ? sure . go ahead , live a little . come on , pam . come on , shake it up . shake it up ! shake it up ! 
531	3	a	 brrrp ! uh , spock , are there any signs of life down there ? well , let me check captain . eeee . eeee . eeee . eeee . no , captain . no signs of life down here . just a wet blanket named pam . brr-rrrp . star trek . 
532	4	a	how about green ? 
533	4	a	this was tough . i suggested we flip a coin . but angela said she doesn't like to gamble . of course by saying that she was gambling that i wouldn't smack her . 
534	3	a	these are my party-planning beeyatches . pulled off an amazing '80s party last year . off the hook ! 
535	3	a	so i was thinking , if you haven't already got a cake , um , maybe going for one of those ice-cream cakes from baskin-robbins . those are very good . very delicious . 
536	3	a	she's not the only one that's going to be eating it , right ? i think everybody likes ice-cream cake . it's not , uh , it's not just about her , so . . . 
537	4	a	it is . . . her birthday . 
538	3	a	mint chocolate chip ! that'd be good , how about some , mint chocolate chip ? 
539	1	a	hey , so listen , i was thinking that it might be a good idea if you and i formed an alliance . 'cause of the downsizing ? i think an alliance might be a good idea , you know . help each other out . 
540	1	a	do you want to form , an alliance , with me ? 
541	2	a	absolutely , i do . 
542	1	a	good , good . excellent , ok . now we need to figure out who's vulnerable and who's protected . . . 
543	2	a	at that moment , i was so happy . i mean , everything dwight does annoys me . 
544	1	a	did you get your tickets ? 
545	2	a	to what ? 
546	1	a	the gun show . 
547	2	a	and i spend hours thinking of ways to get back at him , but only in ways that could get me arrested . and then here he comes and he says 'no , jim , here's a way . '
548	1	a	there's one other thing and this is important . let's keep this alliance totally a secret . don't tell anyone . 
549	4	a	an alliance ? 
550	2	a	oh yeah . 
551	4	a	what does that even mean ? 
552	2	a	i think it has something to do with survivor , but i'm not sure . 
553	2	a	um , i know that it involves spying on people and we may build a fort , underground . 
554	1	a	jim ! hey . hi , pam . listen , could i talk to you a second about the . . . paper products ? 
555	1	a	did you tell pam about the alliance ? 
556	2	a	what ? no . 
557	1	a	just now . 
558	2	a	what ? oh no no no . dwight , no . i'm using her , for the alliance . who knows the most information about this office ? pam . 
559	1	a	right , that's good , good , pursue this . 
560	2	a	well i'm trying to . do you see what i'm doing ? 
561	1	a	mmm hmm . 
562	2	a	but listen , i'm going to have to talk to her a lot . all right ? and there may be chatting , and giggling . and you gotta just pretend to ignore it . wipe it away . 
563	1	a	done . 
564	2	a	all right . 
565	1	a	they seem awfully chummy , don't you think ? 
566	2	a	yeah , what do you think that's about ? 
567	1	a	only one way to find out . 
568	2	a	i'm on it . 
569	2	a	you are not going to believe this . 
570	1	a	what ? i believe it . 
571	2	a	well , tensions were high in the kitchen . 
572	1	a	i could tell , from the body language . 
573	2	a	hey kev , that looks good . what is it ? turkey ? 
574	2	a	oh , italian . nice . wow ! you got the works there . red onion , provolone . . . 
575	2	a	toby and kevin , they're trying to get angela kicked off . 
576	1	a	good , let 'em . it helps our cause . 
577	2	a	well , i don't know , if kevin's in accounting , and toby's in human resources and they're talking . . . 
578	1	a	oh , they're forming an alliance
579	2	a	i love their sandwiches too . 
580	2	a	their bread is very good . 
581	1	a	damn it . god ! 
582	2	a	ok , listen , we need to assume that everyone in the office is forming an alliance and is therefore trying to get us kicked off . 
583	1	a	god . . . damn it ! why us ? 
584	2	a	because we're strong , dwight . because we're strong . 
585	3	a	 meredith , meredith . . . meri . . . mary had a little lamb . mary . . . meredith had a little lamb . don't bring that lamb to work or it'll poop on the floor . 
586	3	a	hey , oscar ! come on in . what's up ? 
587	3	a	oh , not at all . come on in . what's going on ? 
588	3	a	what ? 
589	3	a	oh , god . of course i would . get it over here . get that over here . 
590	3	a	no , i'm always good . . . for some serious buckage . wow . two dollars , three dollars ? people out here do not care about diseases . i am going to give you . . . $25 . 
591	3	a	oh , my gosh , well . . . listen , oscar , generosity and togetherness and community all convalescences into . . . morale . that's what i say , so . . . 
592	4	a	 hey , jim , can i talk to you for a second ? 
593	2	a	sure , what's up ? 
594	4	a	um , i don't know , i'm just like , i'm going a little crazy 'cause i keep overhearing all these conversations between michael and corporate about like , staff issues ? 
595	2	a	oh no ? 
596	4	a	yeah , he's making me take notes on these meetings and i'm , like , 'these people are my friends . ' but he's all like , 'this is confidential . you can't tell anybody . ' but i just feel like i want to . . . aaah . just promise me you're not gonna say anything . 
597	2	a	no , will not , i'm not going to tell anybody . this is between you and me . 
598	4	a	ok , yeah . 
599	1	a	jackpot . 
600	2	a	that was beautiful . all her idea too . awesome . she is so great . 
601	3	a	 meredith , bad breath . meredith has bad breath . 
